Match Number,Round Number,Date,Location,Home Team,Away Team,Result
1823,21,15/08/2024 14:45,Oracle Park,San Francisco Giants,Atlanta Braves,
1824,21,15/08/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,
1825,21,15/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,
1826,21,15/08/2024 19:05,Globe Life Field,Texas Rangers,Minnesota Twins,
1827,21,16/08/2024 13:20,Wrigley Field,Chicago Cubs,Toronto Blue Jays,
1828,21,16/08/2024 17:40,Great American Ball Park,Cincinnati Reds,Kansas City Royals,
1829,21,16/08/2024 17:40,PNC Park,Pittsburgh Pirates,Seattle Mariners,
1830,21,16/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,
1831,21,16/08/2024 17:40,Comerica Park,Detroit Tigers,New York Yankees,
1832,21,16/08/2024 17:50,Tropicana Field,Tampa Bay Rays,Arizona Diamondbacks,
1833,21,16/08/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,
1834,21,16/08/2024 18:10,Citi Field,New York Mets,Miami Marlins,
1835,21,16/08/2024 19:05,Globe Life Field,Texas Rangers,Minnesota Twins,
1836,21,16/08/2024 19:10,Minute Maid Park,Houston Astros,Chicago White Sox,
1837,21,16/08/2024 19:10,American Family Field,Milwaukee Brewers,Cleveland Guardians,
1838,21,16/08/2024 19:15,Busch Stadium,St. Louis Cardinals,Los Angeles Dodgers,
1839,21,16/08/2024 19:40,Coors Field,Colorado Rockies,San Diego Padres,
1840,21,16/08/2024 20:38,Angel Stadium,Los Angeles Angels,Atlanta Braves,
1841,21,17/08/2024 12:05,PNC Park,Pittsburgh Pirates,Seattle Mariners,
1842,21,17/08/2024 12:10,Comerica Park,Detroit Tigers,New York Yankees,
1843,21,17/08/2024 13:20,Wrigley Field,Chicago Cubs,Toronto Blue Jays,
1844,21,17/08/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,
1845,21,17/08/2024 15:10,Tropicana Field,Tampa Bay Rays,Arizona Diamondbacks,
1846,21,17/08/2024 15:10,Citi Field,New York Mets,Miami Marlins,
1847,21,17/08/2024 17:05,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,
1848,21,17/08/2024 17:40,Great American Ball Park,Cincinnati Reds,Kansas City Royals,
1849,21,17/08/2024 18:05,Globe Life Field,Texas Rangers,Minnesota Twins,
1850,21,17/08/2024 18:07,Oakland Coliseum,Oakland Athletics,San Francisco Giants,
1851,21,17/08/2024 18:10,Minute Maid Park,Houston Astros,Chicago White Sox,
1852,21,17/08/2024 18:15,Busch Stadium,St. Louis Cardinals,Los Angeles Dodgers,
1853,21,17/08/2024 18:15,American Family Field,Milwaukee Brewers,Cleveland Guardians,
1854,21,17/08/2024 19:10,Coors Field,Colorado Rockies,San Diego Padres,
1855,21,17/08/2024 20:38,Angel Stadium,Los Angeles Angels,Atlanta Braves,
1856,21,18/08/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Boston Red Sox,
1857,21,18/08/2024 12:35,PNC Park,Pittsburgh Pirates,Seattle Mariners,
1858,21,18/08/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Washington Nationals,
1859,21,18/08/2024 12:40,Great American Ball Park,Cincinnati Reds,Kansas City Royals,
1860,21,18/08/2024 12:40,Tropicana Field,Tampa Bay Rays,Arizona Diamondbacks,
1861,21,18/08/2024 12:40,Citi Field,New York Mets,Miami Marlins,
1862,21,18/08/2024 13:10,Minute Maid Park,Houston Astros,Chicago White Sox,
1863,21,18/08/2024 13:10,American Family Field,Milwaukee Brewers,Cleveland Guardians,
1864,21,18/08/2024 13:15,Busch Stadium,St. Louis Cardinals,Los Angeles Dodgers,
1865,21,18/08/2024 13:20,Wrigley Field,Chicago Cubs,Toronto Blue Jays,
1866,21,18/08/2024 13:35,Globe Life Field,Texas Rangers,Minnesota Twins,
1867,21,18/08/2024 14:10,Coors Field,Colorado Rockies,San Diego Padres,
1868,21,18/08/2024 15:07,Oakland Coliseum,Oakland Athletics,San Francisco Giants,
1869,21,18/08/2024 15:07,Angel Stadium,Los Angeles Angels,Atlanta Braves,
1870,21,18/08/2024 18:10,Journey Bank Ballpark,Detroit Tigers,New York Yankees,
1871,21,19/08/2024 17:40,loanDepot park,Miami Marlins,Arizona Diamondbacks,
1872,21,19/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Cincinnati Reds,
1873,21,19/08/2024 18:10,Citi Field,New York Mets,Baltimore Orioles,
1874,21,19/08/2024 19:05,Globe Life Field,Texas Rangers,Pittsburgh Pirates,
1875,21,19/08/2024 19:10,Minute Maid Park,Houston Astros,Boston Red Sox,
1876,21,19/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,
1877,21,19/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,
1878,21,19/08/2024 20:40,Petco Park,San Diego Padres,Minnesota Twins,
1879,21,19/08/2024 20:45,Oracle Park,San Francisco Giants,Chicago White Sox,
1880,21,19/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Seattle Mariners,
1881,21,20/08/2024 17:40,loanDepot park,Miami Marlins,Arizona Diamondbacks,
1882,21,20/08/2024 17:45,Nationals Park,Washington Nationals,Colorado Rockies,
1883,21,20/08/2024 18:05,Yankee Stadium,New York Yankees,Cleveland Guardians,
1884,21,20/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Cincinnati Reds,
1885,21,20/08/2024 18:10,Citi Field,New York Mets,Baltimore Orioles,
1886,21,20/08/2024 18:20,Truist Park,Atlanta Braves,Philadelphia Phillies,
1887,21,20/08/2024 18:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,
1888,21,20/08/2024 19:05,Wrigley Field,Chicago Cubs,Detroit Tigers,
1889,21,20/08/2024 19:05,Globe Life Field,Texas Rangers,Pittsburgh Pirates,
1890,21,20/08/2024 19:10,Minute Maid Park,Houston Astros,Boston Red Sox,
1891,21,20/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,
1892,21,20/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,
1893,21,20/08/2024 20:40,Petco Park,San Diego Padres,Minnesota Twins,
1894,21,20/08/2024 20:45,Oracle Park,San Francisco Giants,Chicago White Sox,
1895,21,20/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Seattle Mariners,
1896,22,21/08/2024 12:10,Citi Field,New York Mets,Baltimore Orioles,
1897,22,21/08/2024 13:10,Minute Maid Park,Houston Astros,Boston Red Sox,
1898,22,21/08/2024 13:35,Globe Life Field,Texas Rangers,Pittsburgh Pirates,
1899,22,21/08/2024 14:45,Oracle Park,San Francisco Giants,Chicago White Sox,
1900,22,21/08/2024 17:40,Petco Park,San Diego Padres,Minnesota Twins,
1901,22,21/08/2024 17:40,loanDepot park,Miami Marlins,Arizona Diamondbacks,
1902,22,21/08/2024 17:45,Nationals Park,Washington Nationals,Colorado Rockies,
1903,22,21/08/2024 18:05,Yankee Stadium,New York Yankees,Cleveland Guardians,
1904,22,21/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Cincinnati Reds,
1905,22,21/08/2024 18:20,Truist Park,Atlanta Braves,Philadelphia Phillies,
1906,22,21/08/2024 18:45,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,
1907,22,21/08/2024 19:05,Wrigley Field,Chicago Cubs,Detroit Tigers,
1908,22,21/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Los Angeles Angels,
1909,22,21/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,
1910,22,21/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Seattle Mariners,
1911,22,22/08/2024 12:05,Nationals Park,Washington Nationals,Colorado Rockies,
1912,22,22/08/2024 12:05,Yankee Stadium,New York Yankees,Cleveland Guardians,
1913,22,22/08/2024 13:15,Busch Stadium,St. Louis Cardinals,Milwaukee Brewers,
1914,22,22/08/2024 13:20,Wrigley Field,Chicago Cubs,Detroit Tigers,
1915,22,22/08/2024 14:37,Oakland Coliseum,Oakland Athletics,Tampa Bay Rays,
1916,22,22/08/2024 17:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1917,22,22/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,
1918,22,22/08/2024 18:15,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,
1919,22,22/08/2024 18:15,Truist Park,Atlanta Braves,Philadelphia Phillies,
1920,22,22/08/2024 20:40,Petco Park,San Diego Padres,New York Mets,
1921,22,23/08/2024 17:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1922,22,23/08/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,
1923,22,23/08/2024 18:05,Yankee Stadium,New York Yankees,Colorado Rockies,
1924,22,23/08/2024 18:07,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,
1925,22,23/08/2024 18:10,Fenway Park,Boston Red Sox,Arizona Diamondbacks,
1926,22,23/08/2024 18:10,Progressive Field,Cleveland Guardians,Texas Rangers,
1927,22,23/08/2024 18:10,loanDepot park,Miami Marlins,Chicago Cubs,
1928,22,23/08/2024 18:20,Truist Park,Atlanta Braves,Washington Nationals,
1929,22,23/08/2024 19:10,Target Field,Minnesota Twins,St. Louis Cardinals,
1930,22,23/08/2024 19:10,Kauffman Stadium,Kansas City Royals,Philadelphia Phillies,
1931,22,23/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,
1932,22,23/08/2024 20:40,Petco Park,San Diego Padres,New York Mets,
1933,22,23/08/2024 20:40,Oakland Coliseum,Oakland Athletics,Milwaukee Brewers,
1934,22,23/08/2024 21:10,T-Mobile Park,Seattle Mariners,San Francisco Giants,
1935,22,23/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Tampa Bay Rays,
1936,22,24/08/2024 13:05,Yankee Stadium,New York Yankees,Colorado Rockies,
1937,22,24/08/2024 14:07,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,
1938,22,24/08/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,
1939,22,24/08/2024 15:07,Oakland Coliseum,Oakland Athletics,Milwaukee Brewers,
1940,22,24/08/2024 15:10,Fenway Park,Boston Red Sox,Arizona Diamondbacks,
1941,22,24/08/2024 15:10,T-Mobile Park,Seattle Mariners,San Francisco Giants,
1942,22,24/08/2024 15:10,loanDepot park,Miami Marlins,Chicago Cubs,
1943,22,24/08/2024 17:40,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1944,22,24/08/2024 18:10,Progressive Field,Cleveland Guardians,Texas Rangers,
1945,22,24/08/2024 18:10,Target Field,Minnesota Twins,St. Louis Cardinals,
1946,22,24/08/2024 18:10,Kauffman Stadium,Kansas City Royals,Philadelphia Phillies,
1947,22,24/08/2024 18:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,
1948,22,24/08/2024 18:20,Truist Park,Atlanta Braves,Washington Nationals,
1949,22,24/08/2024 19:40,Petco Park,San Diego Padres,New York Mets,
1950,22,24/08/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Tampa Bay Rays,
1951,22,25/08/2024 12:35,Fenway Park,Boston Red Sox,Arizona Diamondbacks,
1952,22,25/08/2024 12:35,Oriole Park at Camden Yards,Baltimore Orioles,Houston Astros,
1953,22,25/08/2024 12:35,PNC Park,Pittsburgh Pirates,Cincinnati Reds,
1954,22,25/08/2024 12:35,Truist Park,Atlanta Braves,Washington Nationals,
1955,22,25/08/2024 12:35,Yankee Stadium,New York Yankees,Colorado Rockies,
1956,22,25/08/2024 12:37,Rogers Centre,Toronto Blue Jays,Los Angeles Angels,
1957,22,25/08/2024 12:40,Progressive Field,Cleveland Guardians,Texas Rangers,
1958,22,25/08/2024 12:40,loanDepot park,Miami Marlins,Chicago Cubs,
1959,22,25/08/2024 13:10,Target Field,Minnesota Twins,St. Louis Cardinals,
1960,22,25/08/2024 13:10,Kauffman Stadium,Kansas City Royals,Philadelphia Phillies,
1961,22,25/08/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,
1962,22,25/08/2024 15:07,Oakland Coliseum,Oakland Athletics,Milwaukee Brewers,
1963,22,25/08/2024 15:10,Petco Park,San Diego Padres,New York Mets,
1964,22,25/08/2024 15:10,T-Mobile Park,Seattle Mariners,San Francisco Giants,
1965,22,25/08/2024 15:10,Dodger Stadium,Los Angeles Dodgers,Tampa Bay Rays,
1966,22,26/08/2024 17:40,Progressive Field,Cleveland Guardians,Kansas City Royals,
1967,22,26/08/2024 17:40,PNC Park,Pittsburgh Pirates,Chicago Cubs,
1968,22,26/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Houston Astros,
1969,22,26/08/2024 17:45,Nationals Park,Washington Nationals,New York Yankees,
1970,22,26/08/2024 18:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,
1971,22,26/08/2024 18:40,Target Field,Minnesota Twins,Atlanta Braves,
1972,22,26/08/2024 18:45,Busch Stadium,St. Louis Cardinals,San Diego Padres,
1973,22,26/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Detroit Tigers,
1974,22,26/08/2024 19:40,Coors Field,Colorado Rockies,Miami Marlins,
1975,22,26/08/2024 20:40,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,
1976,22,27/08/2024 17:40,Comerica Park,Detroit Tigers,Los Angeles Angels,
1977,22,27/08/2024 17:40,Progressive Field,Cleveland Guardians,Kansas City Royals,
1978,22,27/08/2024 17:40,Great American Ball Park,Cincinnati Reds,Oakland Athletics,
1979,22,27/08/2024 17:40,PNC Park,Pittsburgh Pirates,Chicago Cubs,
1980,22,27/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Houston Astros,
1981,22,27/08/2024 17:45,Nationals Park,Washington Nationals,New York Yankees,
1982,22,27/08/2024 18:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,
1983,22,27/08/2024 18:40,Target Field,Minnesota Twins,Atlanta Braves,
1984,22,27/08/2024 18:45,Busch Stadium,St. Louis Cardinals,San Diego Padres,
1985,22,27/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,
1986,22,27/08/2024 19:10,American Family Field,Milwaukee Brewers,San Francisco Giants,
1987,22,27/08/2024 19:40,Coors Field,Colorado Rockies,Miami Marlins,
1988,22,27/08/2024 20:40,Chase Field,Arizona Diamondbacks,New York Mets,
1989,22,27/08/2024 20:40,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,
1990,22,27/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,
1991,23,28/08/2024 11:35,PNC Park,Pittsburgh Pirates,Chicago Cubs,
1992,23,28/08/2024 12:10,Progressive Field,Cleveland Guardians,Kansas City Royals,
1993,23,28/08/2024 15:05,Citizens Bank Park,Philadelphia Phillies,Houston Astros,
1994,23,28/08/2024 15:10,T-Mobile Park,Seattle Mariners,Tampa Bay Rays,
1995,23,28/08/2024 17:40,Comerica Park,Detroit Tigers,Los Angeles Angels,
1996,23,28/08/2024 17:40,Great American Ball Park,Cincinnati Reds,Oakland Athletics,
1997,23,28/08/2024 17:45,Nationals Park,Washington Nationals,New York Yankees,
1998,23,28/08/2024 18:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,
1999,23,28/08/2024 18:40,Target Field,Minnesota Twins,Atlanta Braves,
2000,23,28/08/2024 18:45,Busch Stadium,St. Louis Cardinals,San Diego Padres,
2001,23,28/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,
2002,23,28/08/2024 19:10,American Family Field,Milwaukee Brewers,San Francisco Giants,
2003,23,28/08/2024 19:40,Coors Field,Colorado Rockies,Miami Marlins,
2004,23,28/08/2024 20:40,Chase Field,Arizona Diamondbacks,New York Mets,
2005,23,28/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,
2006,23,29/08/2024 12:10,Comerica Park,Detroit Tigers,Los Angeles Angels,
2007,23,29/08/2024 13:10,Guaranteed Rate Field,Chicago White Sox,Texas Rangers,
2008,23,29/08/2024 13:10,American Family Field,Milwaukee Brewers,San Francisco Giants,
2009,23,29/08/2024 13:15,Busch Stadium,St. Louis Cardinals,San Diego Padres,
2010,23,29/08/2024 14:10,Coors Field,Colorado Rockies,Miami Marlins,
2011,23,29/08/2024 14:40,Chase Field,Arizona Diamondbacks,New York Mets,
2012,23,29/08/2024 16:10,Great American Ball Park,Cincinnati Reds,Oakland Athletics,
2013,23,29/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,
2014,23,29/08/2024 18:10,Fenway Park,Boston Red Sox,Toronto Blue Jays,
2015,23,29/08/2024 19:10,Minute Maid Park,Houston Astros,Kansas City Royals,
2016,23,29/08/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Baltimore Orioles,
190,23,30/08/2024 11:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,
2017,23,30/08/2024 17:40,Comerica Park,Detroit Tigers,Boston Red Sox,
2018,23,30/08/2024 17:40,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,
2019,23,30/08/2024 17:40,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,
2020,23,30/08/2024 17:45,Nationals Park,Washington Nationals,Chicago Cubs,
2021,23,30/08/2024 17:50,Tropicana Field,Tampa Bay Rays,San Diego Padres,
2022,23,30/08/2024 18:05,Yankee Stadium,New York Yankees,St. Louis Cardinals,
2023,23,30/08/2024 18:10,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,
2024,23,30/08/2024 19:05,Globe Life Field,Texas Rangers,Oakland Athletics,
2025,23,30/08/2024 19:10,Minute Maid Park,Houston Astros,Kansas City Royals,
2026,23,30/08/2024 19:10,Target Field,Minnesota Twins,Toronto Blue Jays,
2027,23,30/08/2024 19:10,Guaranteed Rate Field,Chicago White Sox,New York Mets,
2028,23,30/08/2024 19:40,Coors Field,Colorado Rockies,Baltimore Orioles,
2029,23,30/08/2024 20:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,
2030,23,30/08/2024 20:40,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
2031,23,30/08/2024 21:15,Oracle Park,San Francisco Giants,Miami Marlins,
2032,23,31/08/2024 12:05,Yankee Stadium,New York Yankees,St. Louis Cardinals,
2033,23,31/08/2024 15:05,Nationals Park,Washington Nationals,Chicago Cubs,
2034,23,31/08/2024 15:10,Tropicana Field,Tampa Bay Rays,San Diego Padres,
2035,23,31/08/2024 17:10,Comerica Park,Detroit Tigers,Boston Red Sox,
2036,23,31/08/2024 17:10,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,
2037,23,31/08/2024 18:05,Globe Life Field,Texas Rangers,Oakland Athletics,
2038,23,31/08/2024 18:10,Minute Maid Park,Houston Astros,Kansas City Royals,
2039,23,31/08/2024 18:10,Target Field,Minnesota Twins,Toronto Blue Jays,
2040,23,31/08/2024 18:10,Guaranteed Rate Field,Chicago White Sox,New York Mets,
2041,23,31/08/2024 18:15,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,
2042,23,31/08/2024 18:15,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,
2043,23,31/08/2024 19:10,Coors Field,Colorado Rockies,Baltimore Orioles,
2044,23,31/08/2024 19:10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
2045,23,31/08/2024 20:05,Oracle Park,San Francisco Giants,Miami Marlins,
2046,23,31/08/2024 20:38,Angel Stadium,Los Angeles Angels,Seattle Mariners,
2047,23,01/09/2024 11:10,Great American Ball Park,Cincinnati Reds,Milwaukee Brewers,
2048,23,01/09/2024 12:35,Nationals Park,Washington Nationals,Chicago Cubs,
2049,23,01/09/2024 12:35,Citizens Bank Park,Philadelphia Phillies,Atlanta Braves,
2050,23,01/09/2024 12:35,Yankee Stadium,New York Yankees,St. Louis Cardinals,
2051,23,01/09/2024 12:40,Comerica Park,Detroit Tigers,Boston Red Sox,
2052,23,01/09/2024 12:40,Tropicana Field,Tampa Bay Rays,San Diego Padres,
2053,23,01/09/2024 13:10,Minute Maid Park,Houston Astros,Kansas City Royals,
2054,23,01/09/2024 13:10,Target Field,Minnesota Twins,Toronto Blue Jays,
2055,23,01/09/2024 13:10,Guaranteed Rate Field,Chicago White Sox,New York Mets,
2056,23,01/09/2024 13:35,Globe Life Field,Texas Rangers,Oakland Athletics,
2061,23,01/09/2024 13:40,Progressive Field,Cleveland Guardians,Pittsburgh Pirates,
2057,23,01/09/2024 14:10,Coors Field,Colorado Rockies,Baltimore Orioles,
2058,23,01/09/2024 15:05,Oracle Park,San Francisco Giants,Miami Marlins,
2059,23,01/09/2024 15:07,Angel Stadium,Los Angeles Angels,Seattle Mariners,
2060,23,01/09/2024 15:10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
2063,23,02/09/2024 13:10,American Family Field,Milwaukee Brewers,St. Louis Cardinals,
2062,23,02/09/2024 14:05,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,
2064,23,02/09/2024 15:10,Great American Ball Park,Cincinnati Reds,Houston Astros,
2065,23,02/09/2024 15:10,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
2066,23,02/09/2024 15:10,Chase Field,Arizona Diamondbacks,Los Angeles Dodgers,
2067,23,02/09/2024 17:40,Petco Park,San Diego Padres,Detroit Tigers,
2068,23,02/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Minnesota Twins,
2069,23,02/09/2024 18:07,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
2070,23,02/09/2024 18:10,Citi Field,New York Mets,Boston Red Sox,
2071,23,02/09/2024 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,
2072,23,02/09/2024 19:05,Globe Life Field,Texas Rangers,New York Yankees,
2073,23,03/09/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,
2074,23,03/09/2024 17:40,loanDepot park,Miami Marlins,Washington Nationals,
2075,23,03/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Minnesota Twins,
2076,23,03/09/2024 18:07,Rogers Centre,Toronto Blue Jays,Philadelphia Phillies,
2077,23,03/09/2024 18:10,Citi Field,New York Mets,Boston Red Sox,
2078,23,03/09/2024 18:20,Truist Park,Atlanta Braves,Colorado Rockies,
2079,23,03/09/2024 18:40,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
2080,23,03/09/2024 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,
2081,23,03/09/2024 18:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,
2082,23,03/09/2024 19:05,Globe Life Field,Texas Rangers,New York Yankees,
2083,23,03/09/2024 20:38,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,
2084,23,03/09/2024 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
2085,23,03/09/2024 20:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,
2086,24,04/09/2024 14:07,Rogers Centre,Toronto Blue Jays,Philadelphia Phillies,
2087,24,04/09/2024 17:35,Oriole Park at Camden Yards,Baltimore Orioles,Chicago White Sox,
2088,24,04/09/2024 17:40,Great American Ball Park,Cincinnati Reds,Houston Astros,
2089,24,04/09/2024 17:40,loanDepot park,Miami Marlins,Washington Nationals,
2090,24,04/09/2024 17:50,Tropicana Field,Tampa Bay Rays,Minnesota Twins,
2091,24,04/09/2024 18:10,Citi Field,New York Mets,Boston Red Sox,
2092,24,04/09/2024 18:20,Truist Park,Atlanta Braves,Colorado Rockies,
2093,24,04/09/2024 18:40,Kauffman Stadium,Kansas City Royals,Cleveland Guardians,
2094,24,04/09/2024 18:40,Wrigley Field,Chicago Cubs,Pittsburgh Pirates,
2095,24,04/09/2024 18:40,American Family Field,Milwaukee Brewers,St. Louis Cardinals,
2096,24,04/09/2024 19:05,Globe Life Field,Texas Rangers,New York Yankees,
2097,24,04/09/2024 20:38,Angel Stadium,Los Angeles Angels,Los Angeles Dodgers,
2098,24,04/09/2024 20:40,Petco Park,San Diego Padres,Detroit Tigers,
2099,24,04/09/2024 20:40,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
2100,24,04/09/2024 20:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,
2101,24,05/09/2024 12:10,Great American Ball Park,Cincinnati Reds,Houston Astros,
2102,24,05/09/2024 12:10,Tropicana Field,Tampa Bay Rays,Minnesota Twins,
2103,24,05/09/2024 14:37,Oakland Coliseum,Oakland Athletics,Seattle Mariners,
2104,24,05/09/2024 14:45,Oracle Park,San Francisco Giants,Arizona Diamondbacks,
2105,24,05/09/2024 17:40,PNC Park,Pittsburgh Pirates,Washington Nationals,
2106,24,05/09/2024 17:40,loanDepot park,Miami Marlins,Philadelphia Phillies,
2107,24,05/09/2024 18:20,Truist Park,Atlanta Braves,Colorado Rockies,
2108,24,05/09/2024 19:05,Globe Life Field,Texas Rangers,Los Angeles Angels,
2109,24,05/09/2024 19:40,Petco Park,San Diego Padres,Detroit Tigers,
2110,24,06/09/2024 13:20,Wrigley Field,Chicago Cubs,New York Yankees,
2111,24,06/09/2024 17:40,PNC Park,Pittsburgh Pirates,Washington Nationals,
2112,24,06/09/2024 18:05,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,
2113,24,06/09/2024 18:10,Citi Field,New York Mets,Cincinnati Reds,
2114,24,06/09/2024 18:10,Fenway Park,Boston Red Sox,Chicago White Sox,
2115,24,06/09/2024 18:10,loanDepot park,Miami Marlins,Philadelphia Phillies,
2116,24,06/09/2024 18:20,Truist Park,Atlanta Braves,Toronto Blue Jays,
2117,24,06/09/2024 19:05,Globe Life Field,Texas Rangers,Los Angeles Angels,
2118,24,06/09/2024 19:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,
2119,24,06/09/2024 19:10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,
2120,24,06/09/2024 19:10,American Family Field,Milwaukee Brewers,Colorado Rockies,
2121,24,06/09/2024 19:15,Busch Stadium,St. Louis Cardinals,Seattle Mariners,
2122,24,06/09/2024 20:40,Oakland Coliseum,Oakland Athletics,Detroit Tigers,
2123,24,06/09/2024 20:40,Petco Park,San Diego Padres,San Francisco Giants,
2124,24,06/09/2024 21:10,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,
2125,24,07/09/2024 13:20,Wrigley Field,Chicago Cubs,New York Yankees,
2126,24,07/09/2024 15:05,Oriole Park at Camden Yards,Baltimore Orioles,Tampa Bay Rays,
2127,24,07/09/2024 15:07,Oakland Coliseum,Oakland Athletics,Detroit Tigers,
2128,24,07/09/2024 15:10,Minute Maid Park,Houston Astros,Arizona Diamondbacks,
2129,24,07/09/2024 15:10,Citi Field,New York Mets,Cincinnati Reds,
2130,24,07/09/2024 15:10,loanDepot park,Miami Marlins,Philadelphia Phillies,
2131,24,07/09/2024 17:40,PNC Park,Pittsburgh Pirates,Washington Nationals,
2132,24,07/09/2024 18:10,Kauffman Stadium,Kansas City Royals,Minnesota Twins,
2133,24,07/09/2024 18:10,American Family Field,Milwaukee Brewers,Colorado Rockies,
2134,24,07/09/2024 18:15,Busch Stadium,St. Louis Cardinals,Seattle Mariners,
2135,24,07/09/2024 18:15,Globe Life Field,Texas Rangers,Los Angeles Angels,
2136,24,07/09/2024 18:15,Fenway Park,Boston Red Sox,Chicago White Sox,
2137,24,07/09/2024 18:20,Truist Park,Atlanta Braves,Toronto Blue Jays,
2138,24,07/09/2024 19:40,Petco Park,San Diego Padres,San Francisco Giants,
2139,24,07/09/2024 20:10,Dodger Stadium,Los Angeles Dodgers,Cleveland Guardians,
